AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,275.5,240.7,222.7,218.7,211.8,189.0,189.7,180.2
Current_Liabilities,171.6,146.7,139.8,144.0,132.6,116.7,118.4,104.9
Diluted_EPS,0.056,0.238,0.056,0.125,0.079,0.034,-0.035,0.008
Goodwill_Intangibles,252.7,228.0,227.8,231.1,215.5,196.7,199.0,200.9
Inventory,110.1,97.5,81.5,75.1,71.6,68.5,69.1,64.1
LT_Debt,141.4,107.6,107.0,92.8,81.4,61.6,62.2,63.7
Revenue,112.6,116.4,108.4,105.4,92.4,93.6,80.0,78.7
Shares_Diluted,35.1987,34.9155,34.8713,35.0412,35.1992,35.1895,35.4723,35.8193
Total_Assets,567.6,504.7,486.2,481.7,458.4,416.2,418.7,410.7
Total_Liabilities,350.8,291.5,285.7,276.2,250.7,211.6,217.3,204.9
