AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,8.3,7.5,7.0,6.5,7.5,6.4,5.6,4.8
Current_Liabilities,6.5,5.5,5.2,4.6,5.8,4.6,2.8,2.5
Diluted_EPS,-0.071,0.062,-0.013,0.048,-0.02,-0.092,-0.13,-0.12
Goodwill_Intangibles,9.1,9.1,9.1,9.1,9.0,9.8,0.8,0.8
Inventory,3.0,2.8,2.8,3.0,3.0,2.5,2.1,1.9
LT_Debt,1.8,1.9,2.0,2.1,2.2,2.3,0.1,0.2
Revenue,5.0,11.0,5.1,4.8,4.7,3.9,2.3,2.7
Shares_Diluted,5.6405,5.6397,5.6384,5.637,5.601,5.5264,4.4274,3.6871
Total_Assets,18.2,17.5,17.2,16.7,17.3,16.9,7.1,6.3
Total_Liabilities,8.5,7.6,8.2,7.7,8.7,7.7,3.1,2.8
