AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,6.8,0.4,0.7,1.6,1.6,1.7,1.4,1.4,1.3,1.3,2.7
Current_Liabilities,2.9,5.2,6.2,6.9,7.1,7.7,6.7,6.4,5.9,5.4,6.2
Diluted_EPS,-0.013,-0.001,-0.001,-0.001,0.0,-0.034,-0.006,-0.006,-0.003,-0.012,-0.001
Goodwill_Intangibles,0.0,0.0,0.6,0.6,0.6,0.7,7.7,7.9,8.2,8.4,9.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.6,1.7,2.4,2.4,3.2,2.4,2.1,2.2,2.7,3.0,3.3
Shares_Diluted,802.1649,672.8039,645.9385,544.7949,454.8218,241.6684,147.4197,137.5126,137.5126,137.5425,136.2928
Total_Assets,7.1,0.6,1.5,2.5,2.6,2.8,9.5,9.8,10.0,9.8,12.8
Total_Liabilities,3.1,5.4,6.3,7.1,7.3,7.9,6.9,6.6,6.1,5.7,7.2
