AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,7985.9,8214.2,,,,,,
Current_Liabilities,3374.6,3491.2,,,,,,
Diluted_EPS,-0.047,0.131,0.43,0.152,0.18,0.936,0.11,0.097
Goodwill_Intangibles,616.2,695.1,,,,,,
Inventory,1027.6,1080.8,,,,,,
LT_Debt,1330.2,1372.7,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,3070.0,2970.1,2968.9,2823.4,3165.3,2816.5,2715.0,2476.4
Shares_Diluted,652.8893,653.81,,,,,,
Total_Assets,16164.3,16591.9,,,,,,
Total_Liabilities,6596.9,6788.9,,,,,,
