AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,10.7,10.7,13.4,20.2,33.5,39.7,29.8,35.1,42.8,16.9,15.0,16.8,17.1,6.7,2.0,4.6,7.5,5.8,6.0
Current_Liabilities,8.6,10.6,12.0,14.4,19.0,19.9,19.2,4.9,6.6,7.4,8.6,9.5,4.9,4.9,6.4,5.2,5.5,4.4,3.9
Diluted_EPS,-1.253,-77.21,-5.919,-2.508,-2.927,-6.89,-3.165,-3.704,-0.504,-0.336,-0.402,-0.485,-0.534,-0.595,-3.947,-2.939,-8.246,-9.312,-10.667
Goodwill_Intangibles,7.4,7.4,12.0,19.9,21.4,22.0,22.7,23.5,23.4,24.6,24.1,23.2,0.6,1.4,1.5,1.6,1.6,1.7,1.8
Inventory,1.6,1.3,0.8,1.2,1.4,1.2,1.4,1.3,1.4,1.5,3.0,2.9,0.4,0.5,0.5,0.6,0.5,0.5,0.5
LT_Debt,5.4,4.9,4.1,4.0,8.0,7.2,6.5,20.7,19.5,19.4,18.2,16.9,0.4,0.6,0.7,0.9,0.9,1.1,1.1
Revenue,0.9,0.7,0.4,1.0,0.5,1.4,1.2,0.8,0.8,1.4,1.1,1.2,0.6,0.8,0.6,1.0,1.0,0.8,0.6
Shares_Diluted,4.5773,0.1364,2.3828,2.3287,2.3242,2.0288,1.9135,1.9134,29.4851,21.1524,19.1169,15.404000000000002,7.3932,4.2313,0.8823,0.8823,0.4673,0.4008,0.3052
Total_Assets,26.5,25.8,33.0,48.8,64.3,71.7,62.3,68.6,75.2,49.8,44.7,46.3,19.8,10.4,6.4,8.9,12.1,9.0,9.2
Total_Liabilities,17.3,18.2,19.0,21.4,30.1,30.4,29.0,28.8,29.1,28.6,27.6,27.6,5.7,6.1,8.0,7.1,7.8,5.6,5.2
