AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,405.9,349.6,402.0,486.8,560.4,622.0,612.6,0.4,0.4,0.4,0.6,1.3,2.0,1.7
Current_Liabilities,94.0,104.3,104.1,49.8,41.5,39.4,30.5,4.0,1.0,0.8,0.3,0.2,0.1,0.1
Diluted_EPS,-0.948,-0.224,-0.247,-0.257,-0.169,-0.248,-0.197,-0.08,-0.005,0.006,0.018000000000000002,0.022000000000000002,0.033,-0.001
Goodwill_Intangibles,615.8,881.0,901.3,442.7,430.1,345.7,11.7,,,,,,,
Inventory,88.6,81.9,65.4,32.7,25.4,20.8,9.7,,,,,,,
LT_Debt,112.4,1.1,1.2,1.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,57.7,43.7,56.7,25.4,19.0,11.3,16.5,,,,,,,
Shares_Diluted,313.5569,312.0166,288.6771,260.5557,255.098,238.244,157.906,37.2252,37.4756,37.4806,37.5187,37.5187,37.5187,37.5187
Total_Assets,1111.1,1322.0,1388.6,971.6,1016.7,987.6,641.9,305.8,305.8,305.8,305.1,304.3,303.4,302.1
Total_Liabilities,240.0,144.0,140.2,72.1,59.4,48.0,126.0,14.5,11.5,11.3,10.8,10.7,10.7,10.6
