AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,80.5,57.9,42.6,46.4,52.9,59.9,66.5,79.0,101.3,126.2,153.9,166.5,179.2,192.7,194.8,160.7
Current_Liabilities,115.0,48.9,18.8,17.8,29.3,30.2,28.9,23.5,21.6,18.2,41.3,19.4,23.6,29.1,84.3,97.8
Diluted_EPS,0.05,-0.145,-0.185,0.007,-0.094,-0.121,-0.256,-0.663,-0.145,-1.069,-0.6609999999999999,-0.188,-0.246,0.529,-1.213,-0.067
Goodwill_Intangibles,,,0.0,8.1,8.1,8.1,8.1,8.1,30.3,0.0,23.1,23.6,24.3,25.0,25.4,65.5
Inventory,13.2,10.1,9.5,8.8,11.5,11.6,11.8,14.4,23.3,16.3,23.2,24.3,26.4,34.4,27.3,93.2
LT_Debt,3.1,3.3,3.4,3.5,0.1,0.7,1.7,2.3,3.3,0.1,0.2,0.2,0.2,0.1,0.0,0.0
Revenue,29.4,12.9,12.2,10.2,9.2,11.8,12.1,12.7,8.9,19.4,19.5,21.9,34.7,43.3,177.8,53.7
Shares_Diluted,124.335,73.858,87.449,70.176,69.531,68.447,69.059,68.217,66.035,59.83600000000001,59.527,58.608000000000004,58.608,58.37300000000001,57.995,58.318999999999996
Total_Assets,163.5,72.2,50.2,64.6,71.4,78.7,86.2,98.5,142.2,136.8,230.6,249.4,263.8,282.8,285.9,293.3
Total_Liabilities,124.9,59.1,30.1,29.3,37.5,39.1,39.0,34.3,33.5,28.1,58.6,37.6,42.1,47.7,84.3,100.5
