AAII_QTR_DATA,03/25/2022,12/24/2021,09/24/2021,06/25/2021,03/26/2021,12/25/2020,09/25/2020,06/26/2020,03/27/2020,06/28/2019,09/28/2007,06/29/2007,03/30/2007,12/29/2006,09/29/2006
Current_Assets,511.7,469.2,445.9,452.5,430.6,378.5,407.2,410.3,,,,,,,
Current_Liabilities,104.2,100.8,88.4,119.0,116.7,89.1,122.9,112.1,,,,,,,
Diluted_EPS,0.133,0.171,0.173,0.145,0.045,-0.027,0.051,0.025,0.195,0.017,0.139,0.078,0.17,0.242,0.272
Goodwill_Intangibles,56.0,56.0,56.2,56.4,56.5,56.7,56.5,21.4,,,,,,,
Inventory,86.2,78.9,78.0,82.4,87.5,94.0,104.8,108.4,,,,,,,
LT_Debt,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,200.3,186.6,193.6,188.1,175.1,164.4,136.6,115.0,650.1,152.4,79.7,78.7,79.3,80.2,82.5
Shares_Diluted,192.208,192.0682,191.6764,191.1631,190.0575,189.4317,189.4317,189.4317,,,,,,,
Total_Assets,892.6,851.4,803.3,796.9,747.7,711.9,779.7,749.5,,,,,,,
Total_Liabilities,158.4,156.7,147.8,178.6,161.9,136.1,145.2,126.5,,,,,,,
