AAII_QTR_DATA,02/28/2021,11/29/2020,08/30/2020,05/31/2020,02/23/2020,11/24/2019,08/25/2019,05/26/2019,02/24/2019,11/25/2018,08/26/2018
Current_Assets,162.9,154.2,147.4,157.1,148.8,140.2,130.6,133.0,114.3,92.5,88.3
Current_Liabilities,125.3,173.9,153.7,164.4,158.0,144.4,146.8,137.1,118.9,97.1,86.8
Diluted_EPS,-0.188,-0.454,-0.376,-0.519,-0.395,-0.231,-0.164,-0.009,0.037000000000000005,-0.021,0.006999999999999999
Goodwill_Intangibles,106.0,106.5,107.0,107.5,121.0,121.5,121.5,122.0,123.5,75.9,76.1
Inventory,76.8,71.2,60.0,66.3,67.1,58.6,55.0,54.1,44.2,31.6,30.0
LT_Debt,145.1,82.0,93.9,104.8,108.0,111.0,88.3,90.7,93.2,38.5,39.7
Revenue,137.8,130.9,135.6,156.1,152.9,142.6,138.7,152.3,155.6,124.6,124.7
Shares_Diluted,29.323,29.28,29.242,29.183,29.17,29.155,29.139,29.016,29.151,27.764,28.02
Total_Assets,509.8,499.2,506.2,541.3,550.1,560.0,546.1,519.1,501.6,411.7,402.9
Total_Liabilities,305.2,290.2,285.0,310.3,302.4,300.9,281.2,248.9,231.5,158.1,149.5
