AAII_QTR_DATA,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,224.7,248.0,205.8,203.9,210.2,242.6,196.6,207.9,223.7,244.3,204.0,214.9
Current_Liabilities,164.5,179.5,131.2,137.4,139.4,173.0,126.5,140.1,152.2,166.0,126.7,138.3
Diluted_EPS,0.084,0.373,0.151,0.003,-0.02,0.02,0.006,-0.672,-0.165,0.234,0.139,0.057
Goodwill_Intangibles,43.4,33.3,14.5,14.3,14.0,14.3,14.3,14.1,14.0,14.0,13.8,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,11.7,12.0,12.0,12.1,12.2,12.4,12.5,12.6,12.7,12.8,13.0,13.1
Revenue,83.0,83.0,76.7,74.1,74.1,78.6,77.8,76.4,78.0,82.7,79.6,84.5
Shares_Diluted,21.855,21.982,21.251,21.202,20.433,20.397,21.193,19.729,19.631,21.076,21.381,19.529
Total_Assets,340.1,350.8,284.9,286.0,287.0,322.8,275.1,288.4,311.4,317.2,270.5,279.9
Total_Liabilities,206.9,221.3,166.8,173.8,173.1,206.7,158.0,172.5,181.2,183.9,144.5,156.4
