AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,1161.6,1133.4,1098.8,990.0,1310.5,1263.4,1207.2,953.9,744.5,814.2,514.4,458.5
Current_Liabilities,582.2,537.9,586.3,540.0,767.0,808.6,581.1,662.1,620.3,734.2,523.1,485.7
Diluted_EPS,0.099,0.079,0.15,0.037,-0.06,0.075,0.142,0.077,0.0,0.061,0.019,0.265
Goodwill_Intangibles,512.1,513.7,515.3,516.9,518.3,519.9,521.3,522.9,501.9,500.3,502.3,494.0
Inventory,260.7,244.4,219.9,208.5,197.0,189.4,200.0,183.5,189.2,170.7,170.9,177.3
LT_Debt,1017.3,1016.9,1016.4,1016.4,1057.7,1057.0,1336.4,1306.4,1279.5,1270.9,1306.0,1293.4
Revenue,638.7,581.2,662.6,594.7,575.3,555.0,607.2,577.9,391.0,456.6,491.6,448.6
Shares_Diluted,962.403,961.133,963.429,965.948,965.595,963.021,955.103,954.526,953.196,952.024,953.004,951.944
Total_Assets,11051.2,11049.8,11024.9,10922.6,11256.1,11179.6,11077.7,9601.0,9278.1,9301.7,9115.7,8890.6
Total_Liabilities,5238.4,5205.0,5243.4,5213.1,5497.3,5357.6,5361.4,3985.1,3846.7,3944.1,3755.3,3655.8
