AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Current_Assets,14.9,40.7,64.5,61.6,66.8,59.9,78.7,76.8
Current_Liabilities,34.6,42.9,100.7,89.7,71.0,62.0,77.1,70.8
Diluted_EPS,-0.101,-0.137,-0.222,-0.705,-0.156,-0.121,-0.29,-1.75
Goodwill_Intangibles,23.5,23.9,29.1,29.5,30.0,30.4,30.9,31.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2.8,2.8,2.8,2.7,2.9,2.8,3.1,3.0
Revenue,22.5,51.4,61.6,54.8,62.2,69.2,76.9,93.1
Shares_Diluted,34.211,34.122,33.562,33.478,33.427,33.343,32.769,32.703
Total_Assets,58.6,85.4,148.8,149.0,157.8,153.9,160.0,161.3
Total_Liabilities,55.5,78.8,137.5,129.0,114.9,106.8,109.1,102.1
