AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,1802.4,1526.1,1421.1,1547.8,1730.4,1530.4,1101.1,1035.4,726.5,1069.6,1114.4,1033.5,1052.7
Current_Liabilities,785.4,688.1,822.4,777.0,916.5,1668.8,1367.8,644.9,531.9,983.2,854.0,884.7,859.4
Diluted_EPS,0.225,0.57,0.447,0.437,0.626,0.178,0.11,0.085,0.022,-0.447,-0.087,0.062,0.195
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,345.7,317.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.5,,329.4
LT_Debt,1409.4,1510.8,1433.2,1740.3,1808.2,1306.5,1448.6,2286.8,1894.4,1463.0,1587.9,1574.1,1504.9
Revenue,2051.4,2235.3,2211.6,1983.6,2137.8,1754.3,1588.6,1378.5,1227.1,1350.7,1457.3,1304.5,2666.4
Shares_Diluted,893.1639,894.6686,900.1065,886.8885,905.8338,873.8497,828.6881,826.0851,822.4512,820.6142,820.6142,820.6094,810.0822
Total_Assets,7338.1,7547.9,7348.8,7483.4,7472.8,6771.9,6561.3,6515.8,5909.7,6057.8,6620.1,6696.6,6311.5
Total_Liabilities,3130.5,3302.3,3371.0,3578.8,3808.3,3937.1,3784.3,3819.8,3323.6,3325.4,3344.3,3386.4,3260.8
