AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,5.1,6.9,6.8,4.2,4.3,3.4,3.1,2.0,1.6
Current_Liabilities,2.3,2.0,3.1,3.1,2.0,1.8,1.7,0.9,0.7
Diluted_EPS,-0.12,-0.094,-0.008,0.003,0.022,0.028,0.018,-0.003,-0.011000000000000001
Goodwill_Intangibles,15.3,15.6,2.2,2.2,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.4,0.7,0.3,0.4,0.4,0.3,0.0
Revenue,3.0,2.6,4.3,4.7,3.4,3.1,3.9,4.8,2.1
Shares_Diluted,17.2948,14.4224,12.5961,12.6653,12.2862,12.7661,11.8374,11.2118,11.2118
Total_Assets,21.2,23.4,9.4,6.9,4.7,3.8,3.3,2.2,1.8
Total_Liabilities,5.5,5.9,3.8,4.0,2.3,2.2,2.1,1.2,0.7
