AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2638.0,3219.0,3202.0,3037.0,3009.0,2614.0,1110.0,1330.0,1282.0
Current_Liabilities,7112.0,7812.0,19229.0,2804.0,2740.0,2300.0,2010.0,2561.0,2617.0
Diluted_EPS,0.143,-1.732,-1.782,-1.555,-3.313,-51.067,-0.837,-2.25,-4.109
Goodwill_Intangibles,757.0,838.0,921.0,1020.0,1120.0,1497.0,7747.0,7877.0,8250.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,16450.0,16438.0,16488.0,16526.0,16358.0,16402.0
Revenue,1726.0,1801.0,1933.0,1942.0,1997.0,2067.0,2101.0,2124.0,2126.0
Shares_Diluted,104.866,104.525,104.363,104.167,104.135,104.118,103.885,97.318,103.665
Total_Assets,16787.0,17467.0,17488.0,17488.0,17561.0,17565.0,23362.0,23659.0,24033.0
Total_Liabilities,21713.0,22564.0,21981.0,21882.0,21664.0,21336.0,21827.0,22059.0,22090.0
