AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,4953.1,6723.2,3311.8,3564.9,2747.2,,,,,,,,,
Current_Liabilities,7049.8,8410.5,6259.4,5212.5,4114.3,,,,,,,,,
Diluted_EPS,,0.878,,-1.083,,0.772,,0.605,,0.583,,0.5429999999999999,,0.7070000000000001
Goodwill_Intangibles,7118.6,7266.9,9902.9,9822.0,9553.7,,,,,,,,,
Inventory,826.9,820.6,779.6,788.9,667.1,,,,,,,,,
LT_Debt,3306.7,3283.6,3290.8,4106.6,4236.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2372.5,5035.4,2926.8,5126.3,2160.0,4544.7,2570.3,4146.5,1737.6,3973.3,2308.0,4053.5,1967.7,5002.3
Shares_Diluted,,693.58,,704.77,,714.985,,723.495,,727.8627,,739.6373,,
Total_Assets,16680.6,18549.7,18277.5,18230.1,17183.2,,,,,,,,,
Total_Liabilities,12066.9,13717.6,11922.8,12331.2,11498.4,,,,,,,,,
