AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,87.1,111.2,111.5,110.0,130.4,163.2,184.1,164.5,172.2,151.0,130.4,,,,
Current_Liabilities,63.9,46.6,50.9,48.0,61.1,96.2,114.3,90.7,93.6,107.8,93.5,,,,
Diluted_EPS,-0.917,-0.089,-0.1,-0.173,-0.011,-0.118,-0.125,-0.126,-0.046,0.049,0.026,,,,
Goodwill_Intangibles,0.1,0.5,0.5,0.6,0.6,1.1,1.1,1.2,1.3,1.3,1.4,,,,
Inventory,21.8,31.9,22.2,31.2,33.3,46.7,51.2,48.6,49.9,61.3,43.9,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,32.6,28.3,42.8,27.1,71.9,71.5,100.5,61.2,103.2,74.9,151.3,63.9,78.9,48.8,43.2
Shares_Diluted,46.0942,42.1959,35.5428,35.101,34.8807,34.9467,34.9135,34.8778,34.6794,34.1748,34.1748,,,,
Total_Assets,93.6,125.0,125.8,123.9,142.6,172.2,189.8,170.4,178.5,159.8,139.5,,,,
Total_Liabilities,64.6,49.0,53.6,50.7,63.1,96.5,114.5,91.0,94.3,110.4,96.4,,,,
