AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,2.3,3.7,6.5,8.5,8.4,8.2,7.8,8.4,13.4,3.2,15.8,4.8
Current_Liabilities,1.1,1.4,1.9,5.5,3.2,4.7,4.1,3.7,3.3,2.8,2.7,0.9
Diluted_EPS,-0.007,-0.011,-0.042,-0.02,-0.026,-0.011,-0.016,-0.064,-0.006999999999999999,-0.034,-0.014,-0.013000000000000001
Goodwill_Intangibles,5.2,5.2,5.2,5.3,5.3,,,,,7.5,7.5,8.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.4,0.0
LT_Debt,0.2,0.2,0.2,4.1,4.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Shares_Diluted,200.5965,198.2689,157.5097,118.9395,106.0087,98.2577,94.6176,93.0608,105.2439,106.6796,105.3495,100.3638
Total_Assets,12.0,13.3,15.6,13.9,13.7,8.2,7.8,8.4,13.4,14.3,15.8,16.9
Total_Liabilities,1.3,1.6,2.1,9.7,8.1,4.8,4.2,3.8,3.3,3.5,2.7,3.0
