AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,177.5,184.6,194.7,180.5,183.4,159.9,185.4,203.1,211.2,226.9,246.2,275.0,264.4
Current_Liabilities,90.0,81.8,80.4,73.2,81.7,65.7,60.7,61.3,55.6,51.8,47.7,46.4,48.1
Diluted_EPS,-0.466,-0.355,-0.335,-0.458,-0.135,-0.945,-0.814,-0.535,-0.6509999999999999,-0.769,-0.9359999999999999,-0.902,-1.095
Goodwill_Intangibles,5.2,5.4,5.6,5.8,6.0,6.2,6.4,6.6,6.8,7.0,7.2,7.4,7.6
Inventory,11.6,11.3,9.4,9.2,7.5,5.9,6.0,5.3,4.9,5.2,5.6,6.2,5.5
LT_Debt,338.3,337.9,337.5,238.6,218.8,214.3,209.8,195.6,191.4,187.4,183.6,179.8,176.2
Revenue,56.8,51.8,56.3,62.8,77.8,50.1,47.9,55.7,46.8,41.0,29.8,34.4,27.6
Shares_Diluted,47.2882,47.3915,46.981,46.6521,46.4931,46.42,46.2711,46.1778,46.1412,46.1092,45.6715,45.5515,45.4989
Total_Assets,186.2,192.9,205.1,191.6,196.0,175.1,201.6,219.2,227.5,244.3,264.9,287.0,319.4
Total_Liabilities,428.7,419.9,421.1,315.2,304.5,284.5,275.7,261.4,251.7,244.4,236.9,226.3,224.4
