AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,369.1,352.6,403.6,400.0,362.8,329.5,354.6,316.6,455.1,531.3,424.7,438.2,388.6
Current_Liabilities,204.7,211.9,233.8,230.7,206.6,191.7,193.5,188.5,159.7,197.1,210.6,227.9,208.0
Diluted_EPS,-0.006,-0.08,0.157,-0.035,0.01,-0.16,-1.212,-0.592,-0.39899999999999997,-0.068,-3.637,0.28,0.187
Goodwill_Intangibles,2333.6,2333.7,2333.7,2333.9,2334.1,2310.8,2291.2,2535.6,2547.4,2552.0,2552.0,3068.1,3054.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1834.1,1782.5,1782.1,1746.9,1726.1,1705.7,1689.9,1654.2,1821.5,1822.8,1697.1,1724.0,1698.9
Revenue,319.4,275.3,344.7,329.4,304.5,240.8,319.5,741.4,175.9,297.0,414.1,386.1,380.7
Shares_Diluted,138.4619,138.1224,136.3543,135.8938,137.7868,135.379,134.0229,134.7533,134.805,134.89,134.0364,136.453,139.0742
Total_Assets,3401.9,3372.8,3421.9,3360.7,3311.8,3279.0,3288.8,3469.6,3633.2,3735.5,3643.7,4185.4,4124.6
Total_Liabilities,2756.1,2729.3,2769.7,2733.5,2683.4,2654.7,2644.0,2665.9,2814.9,2865.3,2762.2,2817.6,2777.0
