AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,213.6,296.2,127.6,183.5,265.3,343.5,413.8,481.2,531.7,88.8,131.3,0.1
Current_Liabilities,92.2,112.5,89.1,83.5,96.3,104.6,82.6,67.9,53.3,315.1,299.5,0.1
Diluted_EPS,-0.285,-0.41,-0.382,-0.387,-0.385,-0.371,-0.444,-0.451,-0.428,-0.241,-0.879,0.0
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,18.0,17.4,17.9,17.1,13.8,10.3,9.8,8.3,7.1,6.5,6.0,
LT_Debt,201.5,218.8,13.2,13.2,14.0,14.0,14.7,14.7,15.4,15.4,15.4,0.0
Revenue,18.3,44.2,23.8,16.3,17.0,28.4,18.9,16.9,9.8,7.8,24.5,0.0
Shares_Diluted,236.2506,218.9667,214.775,214.2532,214.2322,213.2778,212.1548,212.1161,173.1785,229.5767,229.5767,63.6
Total_Assets,538.8,619.0,452.9,511.6,594.1,679.1,700.0,769.9,823.9,390.8,434.0,0.1
Total_Liabilities,357.8,398.5,165.2,161.9,179.7,199.7,167.2,165.4,146.0,379.6,374.0,0.1
