AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,130.6,119.6,121.0,119.6,109.4,103.3,97.5,95.6,85.7,79.3,76.5,78.5,70.9,71.3,68.7,65.5,58.5,56.5,56.9,53.7
Current_Liabilities,17.8,18.0,24.0,26.5,22.7,19.4,15.7,20.3,15.7,13.5,13.9,17.4,13.9,15.1,15.1,14.4,12.8,13.2,13.1,9.4
Diluted_EPS,0.292,0.228,0.173,0.205,0.089,0.028,0.21,0.15,0.118,0.087,0.063,-0.052,0.195,0.193,0.174,0.255,0.168,0.154,0.08,0.197
Goodwill_Intangibles,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,7.0,7.1,7.2,7.2,7.3,7.4,7.5,
Inventory,46.9,48.7,52.1,40.8,35.1,29.8,26.9,24.9,27.4,29.4,33.5,35.2,34.6,34.7,31.1,29.6,28.7,27.1,25.2,24.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.2,2.8,3.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,43.5,42.3,39.5,43.2,35.9,33.4,31.1,35.4,28.2,27.2,23.2,23.0,26.2,25.8,26.3,29.6,25.1,24.8,23.4,27.3
Shares_Diluted,37.082,36.997,36.99,36.849,36.879,36.898,36.844,36.82,36.824,36.804,36.694,36.696,18.516,18.538,18.536,18.534,18.533,18.649,18.776,18.765
Total_Assets,165.3,154.4,151.6,148.6,137.1,131.4,125.2,122.6,114.5,108.3,106.0,105.8,101.7,101.4,97.4,85.9,79.6,78.3,77.2,73.3
Total_Liabilities,24.6,24.9,30.9,34.8,31.1,27.9,24.1,30.2,26.4,24.7,25.7,27.9,21.9,23.1,23.0,14.7,13.2,13.7,13.5,9.8
