AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,1381.0,1587.1,2098.2,1661.7,1648.9,1977.3,1847.5,1895.2,1869.5,559.9,540.0,,,,,,
Current_Liabilities,68.6,111.9,195.0,399.1,331.8,388.0,386.4,466.8,382.4,361.5,405.2,,,,,,
Diluted_EPS,-0.006,-0.025,0.054,0.049,0.074,0.051,0.102,0.084,-0.025,-0.021,0.001,0.008,0.001,-0.005,0.004,0.003,0.003
Goodwill_Intangibles,1.1,1.1,1.2,1.2,1.5,1.2,1.2,1.0,0.7,0.8,0.8,,,,,,
Inventory,14.5,18.6,7.8,18.9,37.8,83.5,88.3,92.1,28.6,47.7,20.0,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,26.8,48.2,148.0,316.6,243.0,269.9,237.6,360.2,347.3,234.3,162.2,103.2,54.6,64.4,86.2,60.1,31.2
Shares_Diluted,1316.799,1296.273,1330.06,1330.06,1354.294,1358.703,1357.908,1394.566,1532.087,1623.216,1553.316,,,,,,
Total_Assets,2282.6,2321.4,2401.6,2482.6,2264.2,2319.4,2288.2,2288.2,2175.5,587.8,576.4,,,,,,
Total_Liabilities,70.4,114.8,196.5,407.4,343.3,404.0,404.8,474.6,390.3,369.4,505.6,,,,,,
