AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,216.8,275.5,322.8,389.9,457.4,506.3,541.5,264.5,38.9,1.3,0.2
Current_Liabilities,102.1,87.3,74.3,63.4,55.9,46.9,40.5,6.2,84.2,0.7,0.7
Diluted_EPS,-0.182,-0.063,-0.191,0.017,-0.054,-0.046,0.09,0.0,0.0,-0.517,0.0
Goodwill_Intangibles,88.8,91.7,94.6,97.5,100.4,103.3,106.1,,87.9,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,25.3,27.3,10.5,9.1,7.7,7.1,6.2,8.9,4.1,,
Shares_Diluted,71.713,69.335,68.621,264.3783,264.069,263.821,68.018,68.018,264.55,27.6458,28.75
Total_Assets,729.8,729.7,729.2,740.4,750.6,746.3,759.6,494.5,207.3,231.3,0.7
Total_Liabilities,1780.8,1087.8,1761.8,1357.1,2732.5,2104.7,1726.6,361.6,134.0,41.6,0.7
