AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,389.0,397.0,443.0,386.0,383.0,383.0,400.0,475.0,526.0,490.0,499.0,469.0
Current_Liabilities,422.0,374.0,405.0,347.0,380.0,343.0,353.0,339.0,405.0,398.0,443.0,390.0
Diluted_EPS,-0.143,0.015,0.091,0.037,-0.098,-0.244,0.086,0.105,-0.16,0.038,0.068,-0.20800000000000002
Goodwill_Intangibles,530.0,534.0,539.0,544.0,549.0,554.0,579.0,584.0,590.0,595.0,600.0,607.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2486.0,2526.0,2512.0,2535.0,2506.0,2530.0,2491.0,2583.0,2574.0,2524.0,2460.0,2461.0
Revenue,506.0,498.0,491.0,491.0,454.0,468.0,485.0,465.0,467.0,453.0,500.0,456.0
Shares_Diluted,133.0,137.0,132.0,134.0,132.0,131.0,139.0,133.0,131.0,133.0,132.0,130.0
Total_Assets,3627.0,3642.0,3706.0,3656.0,3656.0,3669.0,3715.0,3798.0,3902.0,3885.0,3843.0,3810.0
Total_Liabilities,3373.0,3352.0,3396.0,3372.0,3376.0,3366.0,3339.0,3421.0,3486.0,3431.0,3356.0,3305.0
