AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,9.9,12.7,13.4,15.0,18.9,23.7,20.6,21.6,12.9,7.9,8.8,9.3
Current_Liabilities,3.6,4.7,4.5,5.1,5.1,5.6,2.0,1.8,2.0,1.8,1.7,1.6
Diluted_EPS,-0.146,-0.71,-0.2,-0.326,-0.342,-2.179,-0.727,-1.034,-0.282,-0.289,-0.199,-0.316
Goodwill_Intangibles,5.8,6.3,16.7,17.3,17.8,18.3,,,,,,
Inventory,4.9,5.3,5.3,4.4,4.5,3.8,1.2,1.0,0.9,0.6,0.7,1.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.4,3.5,3.4
Revenue,5.0,3.9,3.3,4.3,3.4,1.8,2.0,0.7,1.3,1.6,2.0,2.0
Shares_Diluted,21.561,20.55,20.039,21.636,19.769,3.04,5.258,5.251,4.862,3.557,3.546,3.265
Total_Assets,18.8,22.5,33.5,37.0,41.9,48.0,24.1,25.4,13.3,8.3,9.2,9.5
Total_Liabilities,5.4,7.2,5.0,5.9,5.5,5.9,2.0,1.8,2.2,5.4,5.3,5.0
