AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,140.5,116.7,113.5,106.4,112.4,95.7,157.1,161.0,420.9,119.4,203.4,184.8,52.7,43.9,62.2,0.1,0.2,0.2,0.9,1.3
Current_Liabilities,53.0,82.1,74.8,70.7,83.3,92.3,62.7,69.5,61.0,65.4,56.3,59.3,66.7,52.0,34.9,2.2,1.3,0.3,0.0,0.3
Diluted_EPS,-0.298,-0.075,0.053,0.0,0.121,-0.178,-0.071,-0.154,-0.206,-2.024,-0.117,-1.898,-0.275,-1.12,-1.202,0.263,0.129,-0.121,-0.0139999999999999,-0.005
Goodwill_Intangibles,1265.9,1328.4,1351.0,1363.6,1380.7,1401.8,1318.5,1332.5,815.3,828.2,750.9,754.0,763.2,722.7,693.6,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,432.0,451.3,450.6,449.9,449.2,448.5,428.6,428.0,427.3,250.0,251.3,252.5,241.0,207.9,198.9,0.0,0.0,0.0,0.0,0.0
Revenue,74.5,72.7,71.6,67.4,67.6,62.2,61.1,48.4,47.5,155.0,37.6,36.5,39.5,104.6,41.1,75.5,23.0,,,
Shares_Diluted,88.6158,88.9216,110.1141,113.2506,113.0152,88.4874,88.2732,79.7812,76.6028,52.1809,57.9131,41.7751,37.6248,35.7312,34.3261,34.3261,37.6248,7.1668,7.7991,7.3763
Total_Assets,1581.4,1626.8,1639.9,1641.3,1667.9,1685.8,1645.4,1645.2,1409.1,1110.0,1094.7,980.1,829.8,782.0,768.8,266.5,265.0,263.5,262.7,261.9
Total_Liabilities,710.3,732.2,740.7,747.3,778.8,811.8,763.2,776.0,761.2,600.7,573.5,582.3,577.5,527.7,514.6,11.9,11.0,10.0,9.7,10.0
