AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,3.0,0.7,1.3,1.5,0.1,0.1,0.2,0.6,0.6,0.1,0.1,0.9
Current_Liabilities,6.4,5.3,4.5,3.9,3.9,3.2,5.6,9.7,16.6,17.9,9.5,7.9
Diluted_EPS,-3.246,-14.533,-15.919,-10.058,-16.962,-28.545,6.35,-0.031,-0.316,-0.7,-0.453,-0.324
Goodwill_Intangibles,0.8,1.0,1.3,1.6,1.8,2.1,2.3,2.2,2.3,2.7,3.1,5.0
Inventory,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.8,1.8,2.1,2.1,2.1,2.2,0.7,0.7,0.6,0.2,0.1,0.1
Revenue,0.8,0.6,0.5,1.5,0.8,0.8,0.8,0.7,0.5,0.5,0.3,0.6
Shares_Diluted,0.7536,0.1333,0.1133,0.0975,0.0914,0.0764,0.0546,48.2517,8.1505,14.5427,10.2335,9.8572
Total_Assets,4.3,2.2,3.1,3.7,2.5,2.8,3.1,3.4,3.4,3.5,3.7,6.5
Total_Liabilities,9.4,8.4,7.3,6.7,6.2,5.6,6.6,10.6,17.5,18.5,10.1,8.4
