AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,1122.9,979.5,949.3,884.6,701.6,675.8,770.7,671.1,781.1,807.4,831.7,591.1,670.0,801.7,855.4,736.5,604.2
Current_Liabilities,361.0,297.4,252.6,290.3,305.5,319.6,632.9,486.1,474.8,506.0,522.0,476.2,501.5,623.4,577.3,511.6,454.8
Diluted_EPS,1.579,0.693,1.919,0.982,0.46,-5.343,0.823,0.029,0.11699999999999999,4.542,1.138,3.306,0.957,2.563,-0.807,-0.44799999999999995,0.845
Goodwill_Intangibles,36.1,33.5,32.3,34.5,31.8,29.3,88.9,83.1,91.6,89.8,86.4,71.7,72.4,85.0,20.6,,
Inventory,169.2,134.6,120.1,126.2,105.6,82.7,86.8,78.1,88.3,90.8,88.4,71.8,65.0,71.2,58.8,56.5,40.2
LT_Debt,1308.3,1190.7,1148.0,1109.0,1068.7,977.7,936.6,910.3,1084.4,1045.7,1024.2,726.6,859.6,967.0,1010.3,745.3,538.6
Revenue,372.8,346.4,360.2,275.9,242.5,195.7,182.2,119.6,178.6,640.5,455.4,669.7,319.9,555.5,412.8,364.0,374.5
Shares_Diluted,55.28,55.24,56.52,57.12,58.04,61.2,63.44,64.24,65.64,71.96,73.2,73.2,74.16,74.88,79.52,81.36,81.36
Total_Assets,3818.2,3359.7,3147.5,2957.4,3857.0,3485.6,3577.5,3207.9,3524.2,3370.2,3293.3,2596.3,2581.1,2988.7,1879.0,1627.9,1578.8
Total_Liabilities,2012.3,1806.0,1709.4,1687.4,2726.2,2467.2,2351.5,2100.9,2311.3,2233.1,2193.4,1752.4,1891.7,2268.6,1869.1,1492.7,1309.3
