AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,304.4,382.4,318.1,274.3,265.2,263.5,243.3,229.7,214.6,186.7,180.7,170.0,150.8,148.2,159.6,211.1,180.7,138.7,172.0
Current_Liabilities,156.4,184.8,133.6,116.9,113.7,116.9,104.2,98.7,87.5,83.9,89.2,88.9,79.4,83.7,101.9,123.3,123.0,68.0,110.3
Diluted_EPS,0.315,0.346,0.433,0.407,0.298,0.335,0.293,0.339,0.231,0.249,0.246,0.236,0.15,0.14,0.105,0.189,0.087,0.133,-0.433
Goodwill_Intangibles,67.3,69.6,48.9,49.9,50.7,51.7,52.8,54.1,55.4,56.7,58.4,60.2,61.9,63.6,66.0,68.3,70.6,72.7,75.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,93.7,150.2,118.8,77.3,78.2,79.2,80.2,81.2,93.2,80.6,82.3,84.1,85.9,87.6,89.4,126.1,96.8,113.3,104.4
Revenue,145.4,154.4,140.8,136.9,114.7,127.2,120.7,116.7,94.6,99.3,95.6,85.1,77.3,83.2,85.3,82.7,68.3,75.1,72.5
Shares_Diluted,37.362,37.7797,38.4259,39.229,39.0777,39.1989,39.3361,39.0274,38.8469,38.6934,38.6527,38.0478,38.0387,38.2805,38.2867,37.5056,36.1955,36.4563,30.9753
Total_Assets,430.8,512.1,398.9,358.6,349.7,340.5,318.1,302.4,286.8,259.5,254.2,244.9,227.5,227.3,240.9,294.4,267.1,225.8,257.8
Total_Liabilities,274.9,362.2,253.9,198.4,197.0,197.5,185.8,181.2,181.2,165.2,172.1,173.0,165.3,171.3,191.3,249.4,219.8,181.4,219.9
