AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,45.2,48.8,52.8,29.5,27.2,21.3,18.9,25.4
Current_Liabilities,35.9,12.4,12.9,9.4,10.1,9.0,10.8,13.1
Diluted_EPS,-0.226,-0.152,-0.203,-0.042,-0.291,-0.003,-0.316,-0.212
Goodwill_Intangibles,19.8,19.7,20.4,20.0,21.4,22.7,23.5,25.8
Inventory,4.8,4.4,5.6,5.3,4.7,5.0,4.8,4.6
LT_Debt,2.3,23.8,23.5,25.7,37.7,25.2,24.8,25.0
Revenue,6.1,8.6,6.2,10.7,5.3,10.8,7.3,13.8
Shares_Diluted,29.0,29.6229,27.0944,27.0898,25.0562,25.2101,19.6393,25.655
Total_Assets,78.2,82.1,87.1,63.7,62.9,58.7,57.0,65.9
Total_Liabilities,60.3,57.7,58.1,55.4,64.1,53.4,52.2,54.7
