AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,212.6,211.8,225.7,217.5,197.4,,,,
Current_Liabilities,135.6,132.9,150.3,154.4,143.3,,,,
Diluted_EPS,0.054,-1.904,0.173,0.405,0.523,0.659,0.435,0.651,0.559
Goodwill_Intangibles,1244.6,1247.4,1323.3,1329.3,1471.8,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,549.7,560.0,545.2,550.3,2.9,0.0,0.0,0.0,0.0
Revenue,265.1,263.1,265.7,268.0,274.3,276.1,273.9,286.1,270.5
Shares_Diluted,50.1,50.0,49.7,49.6,49.8983,,,,
Total_Assets,1527.0,1526.8,1622.9,1621.4,1743.2,,,,
Total_Liabilities,782.7,785.1,787.5,799.1,275.2,,,,
