AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1314.7,1325.7,1291.1,1382.7,1541.1,1590.1,1764.0,2496.6,2408.2,2254.9,1961.5,1940.5,1982.1,2015.7,1973.6,2072.2,2278.1,2388.9,2427.2
Current_Liabilities,404.2,416.9,410.5,446.9,486.7,503.5,496.6,1335.2,1348.1,1284.7,1071.3,1146.9,1095.2,1100.9,1095.4,1201.6,1195.7,1255.2,1198.7
Diluted_EPS,-0.526,-0.204,-0.628,0.251,0.072,0.091,21.058,1.031,1.245,-2.183,-0.753,-2.547,-0.512,-3.805,-0.584,-1.348,-1.4380000000000002,0.375,-0.88
Goodwill_Intangibles,52.5,52.8,53.5,54.9,56.9,57.9,58.3,59.3,60.2,53.3,53.4,62.2,63.5,57.3,65.1,66.9,68.6,77.3,95.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,92.0,92.0,92.0,92.0,0.0,0.0,28.3,29.1,223.9,302.3,117.7
Revenue,161.8,160.4,185.3,194.8,193.4,193.0,216.1,204.4,222.1,749.9,157.9,596.0,178.8,673.8,167.5,462.2,411.3,412.0,459.8
Shares_Diluted,34.091,34.6968,34.387,34.535,36.802,39.3195,39.614,39.509,39.509,39.452,39.286,39.2705,39.27,39.249,39.254,39.244,39.236,39.0588,38.936
Total_Assets,1968.9,1977.8,1950.9,2079.3,2187.7,2245.8,2221.5,3063.7,2970.3,2822.1,2512.1,2610.6,2640.3,2691.9,2690.0,2821.3,3220.0,3370.8,3164.6
Total_Liabilities,865.4,868.3,850.8,899.3,945.4,954.9,935.1,2607.7,2579.0,2474.8,2228.1,2321.6,2237.1,2263.4,2239.4,2345.2,2684.7,2782.0,2592.6
