AAII_QTR_DATA,12/31/2022,06/30/2022,03/31/2022,12/31/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,131.9,81.2,4.3,90.5,114.3,105.5,123.2,121.3,144.3
Current_Liabilities,27.2,23.4,1.2,137.5,150.9,165.6,194.3,175.1,178.3
Diluted_EPS,-4.145,-0.374,-0.062,-78.007,-16.515,-7.719,-41.595,8.681,-18.631
Goodwill_Intangibles,0.1,,,118.2,119.4,119.7,122.8,123.9,127.1
Inventory,,,,1.2,1.5,1.1,1.1,1.1,1.2
LT_Debt,65.9,0.0,15.4,54.5,55.2,27.1,28.0,53.7,54.8
Revenue,13.2,1.5,1.1,,36.4,37.1,51.7,45.4,23.9
Shares_Diluted,192.7747,214.1596,,0.4515,0.4519,0.4518,0.4513,0.4574,0.451
Total_Assets,156.7,84.5,4.3,326.6,350.3,343.9,365.1,367.4,387.5
Total_Liabilities,94.5,24.6,17.0,266.8,283.5,273.7,296.9,303.7,314.4
