AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,1360.2,1550.1,1637.2,5048.5,5316.4,1251.4,1147.6,944.3,960.1,728.2,493.1,361.3,365.5,3.3
Current_Liabilities,1661.5,1791.0,1902.0,3128.2,3360.6,1367.7,1423.1,662.7,711.4,778.3,651.0,560.3,602.4,7.3
Diluted_EPS,0.064,0.074,-0.193,0.009,-0.215,-0.093,0.041,-0.469,-0.067,-0.378,-0.276,0.033,-0.294,-0.272
Goodwill_Intangibles,17231.0,17941.3,18297.2,12963.4,13301.9,13303.0,13413.3,4035.6,6347.4,6387.8,3156.7,3137.9,3167.4,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5421.5,5452.0,5456.3,3443.6,3443.9,3453.1,3457.9,1911.0,1913.2,1915.5,1628.6,1305.4,1307.9,0.0
Revenue,686.6,662.2,560.7,442.1,445.6,428.4,455.6,284.4,273.5,240.6,255.0,243.0,242.3,234.0
Shares_Diluted,678.3721,687.9941,675.5024,639.6077,611.0939,602.2724,607.3433,387.8454,375.8773,343.1298,306.8502,328.8541,264.7627,217.5264
Total_Assets,18836.1,19743.7,20183.0,18143.2,18755.2,14727.0,14790.7,5150.7,5210.2,4999.1,3791.4,3650.3,3688.2,701.7
Total_Liabilities,7795.4,8034.1,8257.1,7250.8,7593.8,5608.4,5755.9,3128.4,3018.8,3073.4,2431.0,2277.8,2331.6,31.4
