AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,862.7,875.2,800.8,780.5,761.1,775.7,443.5,424.4,418.7,416.5,401.1,428.9,451.8,466.4
Current_Liabilities,452.5,437.7,382.1,337.4,309.3,331.2,123.3,119.5,116.8,110.1,99.5,112.3,112.6,128.9
Diluted_EPS,-0.058,0.119,-0.162,-0.04,-0.102,-0.997,-0.396,-0.332,-0.631,-0.218,-0.737,-0.91,-2.2880000000000003,-4.472
Goodwill_Intangibles,459.7,450.5,457.3,425.4,434.9,433.0,51.5,52.7,53.8,50.7,51.6,52.4,53.3,116.9
Inventory,156.3,153.7,135.7,143.3,133.7,125.1,91.8,94.7,94.7,81.7,82.8,79.9,78.1,78.8
LT_Debt,13.5,13.8,13.3,14.4,15.5,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,339.3,351.0,334.4,313.6,280.5,508.2,114.9,107.8,94.8,96.3,84.4,86.1,123.5,139.4
Shares_Diluted,108.8547,108.7395,108.7087,109.5821,109.267,80.5257,38.066,38.0029,37.8373,37.7192,37.6913,37.6429,37.5849,37.5853
Total_Assets,1936.5,1937.2,1854.3,1823.8,1821.9,1854.6,787.1,795.5,803.3,816.9,813.8,854.0,885.6,994.2
Total_Liabilities,665.8,651.3,592.2,548.8,530.6,557.1,165.7,164.4,162.8,155.7,145.3,160.3,160.6,183.9
