AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3.7,3.4,1.3,1.8,2.6,3.7,3.8,1.6,1.5,2.6
Current_Liabilities,5.9,5.2,2.9,3.5,4.0,4.5,5.0,3.2,2.6,2.7
Diluted_EPS,0.0,-0.001,-0.003,-0.004,-0.004,0.001,0.001,-0.004,-0.004,-0.003
Goodwill_Intangibles,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7
Inventory,0.3,0.5,0.8,1.3,1.2,0.9,0.6,0.7,0.9,0.5
LT_Debt,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,3.4,1.6,1.7,1.8,3.7,5.5,4.2,1.8,2.2,3.3
Shares_Diluted,240.5366,236.5266,236.5266,231.0625,228.2227,237.0284,227.6355,226.8605,224.4986,222.7824
Total_Assets,4.8,4.7,2.6,3.3,4.0,5.3,5.5,3.4,2.8,3.8
Total_Liabilities,6.1,6.1,3.8,3.9,4.4,5.0,5.5,3.8,2.6,2.8
