AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,16.0,19.7,24.2,27.1,30.2,32.9,14.9,16.9,3.1,3.5,3.4,,,,
Current_Liabilities,3.9,4.3,2.8,2.0,2.0,2.5,2.1,5.9,25.9,22.1,20.3,,,,
Diluted_EPS,-0.271,-0.242,-0.349,-0.296,-0.272,-0.235,-0.223,-0.215,-0.61,-0.245,-0.192,-0.027,-0.252,-0.208,-0.324
Goodwill_Intangibles,5.6,4.5,3.4,3.0,2.8,2.7,2.7,2.6,2.6,2.6,2.6,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,
LT_Debt,0.0,0.0,2.6,3.0,3.4,3.4,3.4,3.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0
Revenue,3.0,3.0,2.6,2.3,2.5,2.5,2.7,2.9,3.0,2.7,2.3,1.5,1.7,1.3,0.7
Shares_Diluted,8.9809,8.91,8.8789,8.8217,8.7654,8.7335,6.9658,6.4925,6.4925,6.4925,6.4925,,,,
Total_Assets,21.9,24.6,27.9,30.4,33.3,35.7,17.6,19.6,5.8,6.2,6.0,,,,
Total_Liabilities,3.9,4.3,5.5,5.1,5.6,5.9,5.5,8.9,25.9,22.3,20.6,,,,
