AAII_QTR_DATA,04/04/2022,01/02/2022,10/03/2021,07/04/2021,04/04/2021,01/03/2021,10/04/2020,07/05/2020,04/05/2020,12/29/2019,09/29/2019,06/30/2019,03/31/2019,12/30/2018,09/30/2018
Current_Assets,38.7,33.0,33.4,33.4,35.9,31.6,29.5,26.6,32.9,32.2,34.2,35.6,38.2,33.9,36.4
Current_Liabilities,40.9,33.4,33.8,38.0,38.6,35.4,35.6,33.0,37.9,36.4,37.1,37.8,39.6,34.8,37.1
Diluted_EPS,-0.146,-0.567,1.283,-0.166,0.059,-0.278,-0.488,-0.284,-0.13699999999999998,-0.294,-0.134,-0.112,-0.04,-0.455,-0.003
Goodwill_Intangibles,4.4,4.4,4.4,4.5,4.5,4.5,4.3,4.2,4.2,4.3,4.2,4.3,4.4,4.3,4.4
Inventory,24.1,21.8,20.3,18.8,18.8,18.0,18.0,19.6,20.0,19.1,19.3,19.9,20.7,19.5,19.3
LT_Debt,11.8,13.5,12.9,13.6,14.8,14.3,10.3,8.2,8.5,9.2,9.4,9.6,10.0,9.7,8.3
Revenue,20.1,15.7,16.4,17.7,21.9,16.7,15.2,7.2,21.1,19.6,22.0,24.1,25.4,22.8,24.3
Shares_Diluted,3.736,3.736,3.736,3.736,3.736,3.736,3.736,3.736,3.736,3.7329,3.736,3.737,3.738,3.738,3.738
Total_Assets,69.3,64.5,66.2,66.8,69.5,65.4,62.0,59.0,65.1,65.8,67.1,69.2,72.3,60.8,63.6
Total_Liabilities,61.4,55.8,55.5,60.8,62.9,59.1,54.8,50.1,55.3,55.0,55.0,56.4,58.7,47.3,48.6
