AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,102.1,112.1,122.9,109.3,101.4,103.0,101.6,98.2,87.7
Current_Liabilities,1.5,3.8,3.3,1.4,0.9,1.6,3.7,2.5,1.8
Diluted_EPS,0.731,0.016,0.611,0.999,0.852,0.874,0.602,0.841,0.685
Goodwill_Intangibles,0.5,0.5,0.6,0.6,0.6,0.5,0.4,0.4,0.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,11.3,3.9,9.7,11.8,9.4,8.9,8.1,9.9,8.2
Shares_Diluted,7.3668,7.3618,7.3615,7.3624,7.359,7.3497,7.3381,7.3524,7.3569
Total_Assets,137.3,133.8,133.2,126.7,118.5,111.9,106.0,100.1,93.6
Total_Liabilities,2.0,4.4,4.0,2.2,1.5,1.6,3.7,2.5,1.8
