AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,166.1,126.5,110.2,105.2,104.7,87.5,79.4,117.8,123.8,111.0,88.3,89.9,87.5,96.5,72.7
Current_Liabilities,123.4,88.7,76.6,69.7,68.3,62.4,37.5,69.7,70.8,96.5,73.5,73.2,75.6,81.0,62.2
Diluted_EPS,0.088,0.102,-0.083,0.03,-0.082,-0.052,-0.187,-0.167,0.08199999999999999,0.204,0.08,0.45,0.125,0.158,0.10300000000000001
Goodwill_Intangibles,15.6,16.0,16.4,17.2,17.4,17.8,18.3,18.3,19.9,19.9,20.0,20.5,20.8,21.1,21.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.3,0.6,0.9,12.6,31.3,36.6,41.7,2.2,2.5,2.8,3.1,0.0,0.0
Revenue,127.4,115.1,86.9,103.0,65.0,56.4,37.4,123.6,82.7,107.0,98.0,100.2,95.9,94.9,94.4
Shares_Diluted,15.2551,14.9474,14.9412,15.208,13.2649,13.2274,13.2258,13.2235,13.5535,13.5057,13.6741,13.957,14.1105,14.241,14.3342
Total_Assets,186.5,148.7,133.1,128.9,128.6,112.0,104.7,143.3,151.5,138.7,116.6,118.8,117.2,122.5,102.2
Total_Liabilities,123.5,89.8,78.0,71.3,70.8,76.8,69.9,107.3,113.5,99.5,76.9,76.5,78.8,81.5,62.6
