AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,2489.8,2852.1,2466.9,2107.2,2468.1,1764.5,1786.4,1885.0,1351.7,1592.8,2369.1,2537.3,2128.3,,
Current_Liabilities,3082.2,3302.1,2714.1,2222.7,2288.1,1738.7,1843.9,1610.4,1382.8,1664.2,2894.9,2715.1,2361.8,,
Diluted_EPS,0.054,0.302,0.207,0.238,0.16,0.391,0.404,0.229,0.171,0.994,0.311,0.6559999999999999,0.33,0.901,1.34
Goodwill_Intangibles,1012.4,1009.4,1009.4,969.5,959.5,379.6,213.2,210.6,197.8,197.8,944.9,992.1,789.7,,
Inventory,1272.1,1300.8,1216.4,1128.7,974.6,881.0,897.1,741.8,655.5,713.3,1217.7,1137.4,1028.3,,
LT_Debt,3917.0,3873.3,3689.7,3631.8,3305.3,2258.3,1790.4,2056.2,1599.9,1586.3,2033.0,2525.3,1988.6,0.0,0.0
Revenue,3036.6,3209.1,2782.3,2673.5,2301.8,2324.5,2181.5,2021.4,1802.5,6876.3,1764.7,1658.9,1388.2,1415.8,1264.6
Shares_Diluted,269.8,270.2,273.6,269.4,269.4,271.2,268.0,268.0,268.0,268.3516,268.3516,53.6703,53.6703,,
Total_Assets,7862.8,8170.3,7326.3,6725.7,6534.8,4597.1,4177.7,4119.8,3360.8,3590.7,7626.0,8012.0,6492.7,,
Total_Liabilities,7062.2,7386.6,6603.2,6059.6,5934.5,4040.7,3694.5,3734.1,3057.4,3321.7,5804.5,6182.7,5112.6,,
