AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,102.4,115.5,119.9,104.2,101.7,51.1,35.0,50.4,24.8,37.1,33.5
Current_Liabilities,292.9,234.2,218.8,169.3,135.0,55.1,46.9,32.0,37.1,40.1,32.7
Diluted_EPS,-18.957,-49.142,-12.93,-18.093,-13.488,-6.461,-6.337,-16.113,-0.247,-0.105,-0.306
Goodwill_Intangibles,118.1,130.9,236.2,240.6,243.6,71.6,55.1,21.2,20.7,21.9,23.1
Inventory,1.7,1.4,1.1,1.3,1.3,1.8,1.7,1.0,1.1,1.1,1.1
LT_Debt,108.2,116.8,112.3,162.9,166.5,12.4,12.4,8.8,5.1,7.4,7.8
Revenue,58.2,99.8,93.9,70.3,26.2,24.8,16.3,5.6,11.3,13.6,7.8
Shares_Diluted,3.4656,2.8909,2.3839,2.0782,1.8492,1.5706,1.296,1.1141,30.468,30.4304,30.4249
Total_Assets,271.6,302.1,419.0,411.4,412.3,168.0,128.1,94.9,66.0,78.4,74.7
Total_Liabilities,412.3,385.9,369.7,349.8,316.1,77.2,69.8,50.8,48.9,53.7,46.7
