AAII_QTR_DATA,12/31/2022,09/30/2022,12/31/2021,09/30/2021
Current_Assets,26.3,34.0,,
Current_Liabilities,13.3,8.7,,
Diluted_EPS,-0.311,-0.338,-0.188,-0.169
Goodwill_Intangibles,13.5,13.5,,
Inventory,0.0,0.0,0.0,0.0
LT_Debt,136.5,139.0,0.0,0.0
Revenue,,0.0,0.0,0.0
Shares_Diluted,32.7334,32.7334,,
Total_Assets,41.1,48.9,,
Total_Liabilities,149.9,147.7,,
