AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1921.0,2017.0,2108.0,2181.0,2271.0,1932.0,1496.0,1615.0,1651.0,1585.0,2446.0,1368.3,1309.8
Current_Liabilities,844.0,780.0,868.0,833.0,847.0,1085.0,735.0,766.0,1045.0,733.0,1786.0,747.3,1072.4
Diluted_EPS,1.838,0.979,-0.158,-0.947,-1.232,-3.831,-1.691,-0.462,0.149,-0.828,-0.261,2.255,-3.847
Goodwill_Intangibles,3852.0,4788.0,4750.0,4818.0,4810.0,4848.0,4839.0,5054.0,5100.0,5204.0,5323.0,5374.3,5335.1
Inventory,105.0,184.0,191.0,191.0,223.0,233.0,248.0,244.0,257.0,238.0,229.0,215.6,238.4
LT_Debt,8802.0,8975.0,9122.0,9259.0,9334.0,8769.0,8620.0,8680.0,8482.0,8802.0,8937.0,8991.9,8735.0
Revenue,539.0,1033.0,729.0,762.0,432.0,787.0,725.0,863.0,855.0,845.0,837.0,885.7,821.0
Shares_Diluted,99.0,96.0,95.0,95.0,95.0,94.5,94.0,93.0,94.0,93.0,92.0,91.7,91.4
Total_Assets,7850.0,7762.0,7856.0,7984.0,8102.0,7844.0,7458.0,7809.0,7907.0,7932.0,8837.0,7717.8,7528.9
Total_Liabilities,10185.0,10271.0,10512.0,10637.0,10764.0,10437.0,9924.0,10021.0,10130.0,10144.0,11260.0,10181.0,10147.5
