AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,96.1,103.5,116.1,11.4,0.2,0.5,0.5,0.5,0.6
Current_Liabilities,10.3,5.4,6.5,3.2,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.227,-0.219,-0.179,-0.219,-0.388,-0.043,-0.032,-0.082,-0.042
Goodwill_Intangibles,0.5,0.5,0.4,0.3,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,18.1,10.8,6.4,5.5,0.0,0.0,0.0,0.0,0.0
Revenue,0.9,0.9,0.5,0.3,,,,,
Shares_Diluted,57.3822,57.3407,44.385,37.8558,0.7951,0.7951,0.7951,0.7951,0.7951
Total_Assets,119.9,119.1,126.5,20.1,0.2,0.5,0.5,0.5,0.6
Total_Liabilities,28.4,16.2,12.9,8.7,0.0,0.0,0.0,0.0,0.0
