AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,48.9,59.5,67.6,72.8,79.3,88.3,95.6,102.6,110.2,115.6,115.1,9.8,12.9,10.0,12.3,15.2,10.3,14.3
Current_Liabilities,5.5,6.5,6.3,3.3,3.0,4.4,4.0,2.7,4.2,2.5,6.1,1.1,1.9,1.3,1.7,1.9,3.2,2.5
Diluted_EPS,-0.754,-4.091,-0.734,-0.648,-0.688,-0.594,-0.663,-0.498,-0.573,-2.118,-5.515,-2.741,-8.523,-5.735,-4.013,-6.269,-9.319,-8.732999999999999
Goodwill_Intangibles,32.4,32.4,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,76.9,,,0.0,1.9,1.9,1.9,1.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,14.2859,14.2718,14.2659,14.2659,14.3307,14.8159,14.8159,14.8157,14.831,2.7877,1.1141,0.9435,0.9594,0.7226,0.7209,0.6529,0.5238,0.5237
Total_Assets,82.3,92.8,149.6,154.7,161.4,170.5,177.2,184.3,191.7,197.2,192.6,10.5,13.7,10.9,15.2,18.2,13.5,17.0
Total_Liabilities,7.5,8.6,8.5,5.3,5.1,6.6,6.4,5.8,7.8,6.6,171.1,1.1,2.0,1.5,1.9,2.2,3.5,2.5
