AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1027.1,1040.6,1087.6,611.6,635.5,599.4,537.5,512.6,540.8,523.3
Current_Liabilities,880.2,859.1,873.1,529.7,525.3,706.7,660.7,653.0,412.2,629.5
Diluted_EPS,0.124,0.158,0.113,0.058,0.21,0.121,0.156,0.118,0.066,0.094
Goodwill_Intangibles,2115.9,2076.3,2012.3,2033.1,1984.7,1364.7,1333.5,1324.4,1340.5,1302.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,904.7,909.4,915.3,1178.9,1184.0,365.3,350.8,360.2,580.4,291.5
Revenue,298.1,298.1,285.6,276.7,254.8,255.2,243.9,234.3,227.0,225.0
Shares_Diluted,105.766,103.385,100.254,95.919,95.952,97.114,96.493,95.561,94.771,96.59
Total_Assets,3488.0,3456.9,3440.4,2992.5,2969.8,2291.9,2189.1,2144.4,2097.8,2038.7
Total_Liabilities,1872.7,1868.8,1880.6,1801.6,1796.9,1142.6,1068.8,1059.0,1034.7,963.0
