AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,1762.0,1694.0,2048.0,1748.0,1756.0,1732.0,1921.0,2017.0,2108.0,2181.0,2271.0,1932.0
Current_Liabilities,642.0,622.0,802.0,1254.0,927.0,974.0,844.0,780.0,868.0,833.0,847.0,1085.0
Diluted_EPS,0.237,0.316,3.417,34.642,0.268,0.99,1.838,1.135,-0.158,-0.947,-1.232,-3.831
Goodwill_Intangibles,3806.0,3861.0,3762.0,3890.0,3976.0,3955.0,3852.0,4788.0,4750.0,4818.0,4810.0,4848.0
Inventory,172.0,161.0,137.0,129.0,113.0,98.0,105.0,184.0,191.0,191.0,223.0,233.0
LT_Debt,3867.0,3870.0,3874.0,3878.0,8789.0,8646.0,8802.0,8975.0,9122.0,9259.0,9334.0,8769.0
Revenue,670.0,682.0,648.0,610.0,572.0,581.0,539.0,581.0,453.0,480.0,432.0,787.0
Shares_Diluted,93.0,95.0,96.0,95.0,97.0,96.0,99.0,96.0,95.0,95.0,95.0,94.5
Total_Assets,6022.0,6009.0,6246.0,6481.0,7952.0,7883.0,7850.0,7762.0,7856.0,7984.0,8102.0,7844.0
Total_Liabilities,5014.0,5019.0,5175.0,5670.0,10241.0,10139.0,10185.0,10271.0,10512.0,10637.0,10764.0,10437.0
