AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,770.2,744.7,750.5,730.6,754.4,682.8,644.9,611.7,666.0,655.3,621.7,664.3,765.5,748.9,724.1,728.3,713.1,751.4,713.2
Current_Liabilities,562.2,535.0,537.9,520.6,554.3,520.0,505.6,494.8,522.3,494.8,467.6,522.6,580.7,572.7,570.6,538.8,477.7,492.8,452.8
Diluted_EPS,0.478,0.335,0.338,0.349,0.33,0.368,0.269,0.279,0.302,0.244,0.13,0.096,0.064,0.156,0.098,0.078,0.005,0.144,0.128
Goodwill_Intangibles,191.1,187.6,184.5,186.9,187.0,186.0,187.5,187.9,164.3,166.5,169.6,188.2,215.4,211.6,222.2,218.9,224.9,80.8,81.7
Inventory,23.0,31.0,28.1,23.9,18.8,17.2,15.1,17.0,15.5,16.7,18.2,16.6,21.9,19.7,18.6,16.7,30.7,45.1,33.8
LT_Debt,26.0,26.5,32.5,32.5,39.7,39.7,45.1,45.1,49.9,49.9,57.6,63.1,107.6,107.6,119.1,119.2,230.4,242.7,246.3
Revenue,486.4,457.6,460.4,420.1,438.5,408.3,404.9,382.5,405.9,387.9,365.7,393.0,475.5,455.0,449.5,453.9,476.8,459.4,440.2
Shares_Diluted,90.3488,90.7972,90.808,90.7593,90.7435,90.7459,90.7347,90.6903,90.6674,90.6645,90.6532,90.6098,90.5825,90.5725,90.5604,90.5329,90.5221,90.5098,90.4951
Total_Assets,1777.5,1695.7,1697.9,1629.8,1673.6,1621.6,1608.1,1568.6,1574.1,1498.1,1472.0,1601.7,1825.7,1811.6,1837.9,1862.0,1510.6,1552.8,1534.5
Total_Liabilities,924.7,887.0,901.1,868.2,926.2,900.1,906.2,900.2,932.8,890.8,881.3,972.0,1126.6,1100.1,1127.1,1160.7,821.9,846.7,816.8
