AAII_QTR_DATA,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,322.4,343.3,494.4,658.6,803.5,805.3,851.6,814.6,804.9,,
Current_Liabilities,146.3,168.5,305.4,392.0,350.4,358.5,568.3,584.0,601.5,,
Diluted_EPS,-0.88,-0.508,-1.078,0.565,0.229,0.233,-0.123,0.414,0.958,,
Goodwill_Intangibles,,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.9,8.1,35.0,66.8,70.6,80.9,84.1,0.0,0.0
Revenue,84.8,104.1,143.0,537.0,147.0,155.1,163.1,169.2,308.9,119.1,128.2
Shares_Diluted,70.4615,70.4615,70.4615,70.4495,70.6629,70.9298,71.8165,69.9908,69.9908,,
Total_Assets,331.2,417.6,602.7,788.4,972.7,996.6,990.6,944.9,931.5,,
Total_Liabilities,146.9,172.2,323.1,432.1,429.2,473.8,644.2,680.4,696.2,,
