AAII_QTR_DATA,10/29/2022,07/30/2022,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018
Current_Assets,217.8,232.6,251.6,254.3,249.7,204.2,175.2,173.7,167.0,163.7,158.4,160.9,170.6,163.9,166.7,177.0,192.3
Current_Liabilities,255.3,170.5,188.6,182.1,129.4,121.5,126.3,140.1,134.3,141.1,135.5,127.5,120.0,106.4,100.4,96.1,105.8
Diluted_EPS,-0.724,-0.476,-0.547,-0.236,-0.441,-0.222,-0.208,-0.209,-0.39,0.107,-0.8240000000000001,-2.301,-0.89,-1.348,-3.1180000000000003,-1.4980000000000002,-1.38
Goodwill_Intangibles,175.7,183.3,191.6,201.8,77.6,83.1,11.9,9.4,6.3,9.8,8.5,2.8,0.2,0.5,1.4,1.3,1.3
Inventory,119.2,105.0,115.3,116.3,92.0,76.7,74.5,68.7,71.7,61.6,64.0,78.9,82.8,62.4,57.2,65.3,86.0
LT_Debt,94.8,176.5,175.5,176.4,120.4,73.9,50.0,50.7,49.9,52.0,55.7,66.3,67.0,67.7,68.1,68.9,66.4
Revenue,123.3,133.2,154.5,193.8,130.7,113.4,113.2,124.8,109.0,124.5,95.8,123.6,115.2,131.5,131.5,157.6,131.7
Shares_Diluted,29.4157,26.662,21.7423,21.3163,21.5033,19.1017,15.5175,12.9825,12.178,9.8967,8.2908,7.9904,7.577000000000001,7.5503,6.7318,6.6571,6.6352
Total_Assets,459.6,482.8,508.1,522.6,385.5,344.8,231.8,226.6,218.8,219.8,214.7,212.7,221.7,215.3,219.8,230.0,246.3
Total_Liabilities,424.1,427.8,456.5,455.7,312.1,262.7,186.3,199.6,189.8,202.3,200.8,194.0,187.0,174.2,168.8,165.0,172.2
