AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,848.5,903.4,898.3,906.7,824.9,977.7,1072.1,975.3,1048.0,1294.4,1342.4,1041.5,977.7,1201.1,959.6,1025.3,1295.4,,,
Current_Liabilities,727.8,771.9,723.8,741.2,641.7,731.7,731.9,571.3,550.6,748.1,687.7,658.1,585.4,774.7,709.1,713.5,956.2,,,
Diluted_EPS,-0.396,-0.868,-4.818,-8.896,-11.542,-13.778,-10.338,-13.385,-0.12,-0.135,-0.098,-0.141,-0.177,-0.266,-0.121,-0.145,-0.173,-0.256,-0.088,-0.104
Goodwill_Intangibles,76.8,80.8,85.9,88.7,92.6,97.4,105.7,113.6,126.3,132.8,128.1,134.1,139.6,153.2,147.9,109.4,104.3,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,6.3,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,131.2,176.1,151.5,160.7,144.4,181.5,150.9,137.2,118.7,155.8,127.6,114.6,86.0,121.2,90.6,81.8,68.4,77.1,54.6,44.8
Shares_Diluted,38.9994,28.9683,3.8999,3.8999,3.8999,3.6864,3.6969,3.6948,368.2224,389.9936,357.3936,347.2364,346.7335,365.7736,365.7736,365.7736,365.7736,,,
Total_Assets,1191.4,1258.9,1270.5,1275.2,1188.0,1323.8,1395.2,1259.5,1325.6,1576.1,1612.5,1319.8,1311.8,1556.9,1265.9,1290.7,1540.0,,,
Total_Liabilities,747.5,792.2,770.4,791.5,695.2,786.1,793.1,623.4,608.6,823.8,751.1,726.8,672.1,871.5,813.3,814.1,1036.3,,,
