AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018
Current_Assets,21.6,23.5,23.5,24.0,25.7,28.3,21.7,35.5,49.7,59.2,58.0,56.7,60.8,83.4,80.3,77.5,72.7,73.0,55.7,61.1
Current_Liabilities,4.8,5.0,5.4,5.0,4.1,9.3,9.7,22.4,31.9,39.9,39.3,47.8,45.4,39.4,29.0,44.4,48.1,34.0,24.0,27.0
Diluted_EPS,-0.155,0.027,-0.065,-0.175,0.155,-0.058,-0.094,0.255,-0.203,-0.472,-0.04,-0.911,-2.296,-1.312,-0.607,-0.671,-4.688,-0.075,-0.364,-0.7340000000000001
Goodwill_Intangibles,0.9,1.1,1.1,1.0,1.0,0.9,0.2,0.2,0.3,0.3,2.6,2.7,0.3,2.8,2.9,3.0,3.1,3.1,,
Inventory,4.2,4.3,3.6,3.3,2.9,3.1,3.3,3.7,3.8,3.7,4.1,3.6,16.0,60.2,58.2,57.0,41.5,43.2,32.9,34.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,4.2,4.4,6.3,9.6,15.0,18.2,28.6,26.5,15.7,8.6,1.6,2.3
Revenue,6.6,10.5,7.7,6.1,11.8,7.1,6.8,10.1,10.1,8.5,11.6,10.3,14.1,28.7,7.8,9.3,20.1,14.2,8.7,15.6
Shares_Diluted,12.932,12.921,12.914,12.906,12.858,12.722,9.977,9.972,9.99,9.641,8.845,7.455,7.449,7.106,6.172,6.098,6.153,6.146,6.11,6.1110000000000015
Total_Assets,25.9,27.9,27.2,27.1,28.9,31.4,24.7,38.2,54.7,64.7,72.9,72.9,77.1,90.1,87.1,84.4,80.3,88.4,71.2,76.3
Total_Liabilities,5.6,5.9,5.7,5.0,4.1,9.4,10.8,23.5,36.4,44.8,49.7,62.1,61.1,57.5,57.6,70.9,63.8,43.8,26.9,30.6
