AAII_QTR_DATA,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,0.9,1.2,0.7,0.8,0.6,0.9,1.0,1.1
Current_Liabilities,5.0,4.8,4.9,4.8,4.8,4.8,4.7,4.3
Diluted_EPS,-0.016,0.019,-0.023,0.003,-0.015,-0.01,-0.017,0.0
Goodwill_Intangibles,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.6
Inventory,0.0,0.4,0.1,0.1,0.0,0.0,0.1,0.0
LT_Debt,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.5
Revenue,1.9,1.4,0.6,1.1,1.0,0.9,2.0,1.1
Shares_Diluted,23.0651,28.2091,23.1058,27.6804,22.9302,22.928,22.7947,22.7269
Total_Assets,2.6,3.0,2.5,2.6,2.3,2.6,2.7,2.7
Total_Liabilities,6.5,6.5,6.6,6.4,6.2,6.1,6.0,5.7
