AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,1861.0,2491.4,752.5,559.3,717.7,809.4,28.3,0.6,1.2,0.1
Current_Liabilities,1598.7,2152.0,372.6,230.2,195.9,173.0,33.9,1.8,0.1,0.6
Diluted_EPS,-0.219,-0.159,-0.445,-0.083,-0.778,-0.129,-0.042,-0.022,-0.001,0.0
Goodwill_Intangibles,4.2,4.2,4.2,4.2,4.2,4.2,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,20.0,19.9,19.9,19.9,19.9,24.3,0.0,0.0,0.0,0.0
Revenue,846.7,874.4,432.0,427.2,412.5,200.3,,,,
Shares_Diluted,476.0618,473.0287,420.4372,414.5727,408.1567,376.1705,103.5,103.5,103.5,75.0
Total_Assets,2063.2,2679.9,950.8,952.5,1215.9,866.9,856.4,828.7,829.2,0.7
Total_Liabilities,1636.3,2190.1,415.4,544.1,904.9,281.9,62.9,30.8,29.1,0.6
