AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,164.8,161.7,153.1,148.5,141.4,139.9,134.0,90.0,90.7,94.3,102.3,91.9,89.7,92.1,99.7,98.2,95.4,94.0,86.8
Current_Liabilities,23.9,25.3,23.4,23.4,18.3,21.8,22.1,21.5,22.3,25.1,44.4,44.4,16.6,20.9,19.3,17.4,19.4,19.8,14.6
Diluted_EPS,0.271,0.253,0.246,0.159,0.273,0.279,0.297,0.396,0.284,0.341,0.367,0.172,0.155,0.225,0.254,0.228,0.174,0.298,0.213
Goodwill_Intangibles,111.5,112.5,114.0,115.5,117.1,118.7,120.2,121.7,123.3,124.9,126.5,129.3,63.8,64.8,48.9,42.5,43.1,43.6,43.3
Inventory,53.8,50.3,47.7,47.2,46.7,46.1,44.3,44.8,45.1,45.1,45.6,46.3,35.4,34.6,32.3,28.7,27.4,25.6,22.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,28.5,35.5,36.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,47.1,41.0,39.0,42.1,39.6,39.5,38.4,40.7,35.9,37.5,36.4,24.9,30.6,30.2,29.1,29.5,28.5,28.4,24.2
Shares_Diluted,22.274,22.237,22.217,22.129,22.103,22.147,21.935,20.959,20.847,20.614,20.474,20.399,20.438,20.473,20.378,20.246,20.205,20.19400000000001,20.293
Total_Assets,314.9,310.5,302.0,299.4,292.5,292.8,289.5,246.5,247.4,252.8,261.6,255.7,184.6,188.3,170.0,162.7,160.3,153.1,144.3
Total_Liabilities,40.7,42.3,40.8,41.4,34.7,38.7,40.4,60.7,69.8,80.2,100.6,103.1,35.7,40.2,27.7,25.1,27.2,22.9,19.0
