AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,163889.0,157823.0,160812.0,169684.0,153922.0,174188.0,174326.0,184406.0,165614.0,173973.0,177077.0,181915.0,170505.0,167074.0,165896.0,175552.0,159887.0,156874.0,164195.0
Current_Liabilities,85691.0,81718.0,87389.0,95082.0,77439.0,77510.0,80528.0,88657.0,72193.0,67486.0,70056.0,72310.0,58707.0,59640.0,58118.0,69420.0,53861.0,50318.0,56277.0
Diluted_EPS,2.452,2.198,2.345,2.231,2.22,2.484,2.71,2.171,2.035,2.03,1.819,1.464,1.401,1.515,1.385,1.705,1.138,1.084,1.136
Goodwill_Intangibles,77819.0,78259.0,78267.0,78822.0,78719.0,58383.0,58249.0,57511.0,57825.0,50774.0,50813.0,50389.0,48919.0,49374.0,49621.0,49776.0,49964.0,50059.0,43434.0
Inventory,2877.0,2980.0,4268.0,3742.0,3296.0,3019.0,3411.0,2636.0,2245.0,1924.0,2705.0,1895.0,1644.0,1823.0,2622.0,2063.0,1951.0,1961.0,3614.0
LT_Debt,57275.0,58598.0,58949.0,60874.0,61728.0,61511.0,62705.0,61824.0,61308.0,65955.0,66626.0,68534.0,71002.0,71648.0,73939.0,72919.0,72113.0,74618.0,74204.0
Revenue,52857.0,52747.0,50122.0,51865.0,49360.0,51728.0,45317.0,46152.0,41706.0,43076.0,37154.0,38033.0,35021.0,36906.0,33055.0,33717.0,30571.0,32471.0,29084.0
Shares_Diluted,7464.0,7473.0,7485.0,7504.0,7534.0,7555.0,7567.0,7581.0,7597.0,7616.0,7637.0,7653.0,7675.0,7691.0,7710.0,7735.0,7744.0,7768.0,7766.0
Total_Assets,380088.0,364552.0,359784.0,364840.0,344607.0,340389.0,335418.0,333779.0,308879.0,304137.0,301001.0,301311.0,285449.0,282794.0,278955.0,286556.0,263281.0,258859.0,257619.0
Total_Liabilities,185405.0,181416.0,186218.0,198298.0,181683.0,180379.0,183440.0,191791.0,174374.0,173901.0,177609.0,183007.0,170948.0,172685.0,172894.0,184226.0,168417.0,166731.0,171652.0
