AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,16.5,22.6,112.7,133.2,109.0,131.4,218.9,230.5,23.5,1.5,2.5,1.5,0.4,0.7,1.2
Current_Liabilities,18.9,19.7,87.6,86.5,84.7,91.6,87.4,87.3,0.7,2.9,18.3,16.2,3.7,12.9,23.0
Diluted_EPS,-0.051,-0.042,-0.068,-0.07,-0.065,-0.104,-0.041,-0.202,-0.182,-0.099,-0.018,-0.078,-0.093,-0.162,-0.034
Goodwill_Intangibles,336.8,338.1,330.1,335.7,269.1,269.3,223.5,222.0,,,,,,,
Inventory,0.5,0.5,0.3,0.3,0.4,0.3,0.4,0.4,,,,,,,
LT_Debt,3.3,3.3,2.4,2.5,3.2,3.0,3.6,3.6,0.0,16.5,2.0,2.0,15.3,11.9,0.7
Revenue,1.4,1.4,2.5,3.3,3.0,2.3,0.6,1.2,0.6,0.0,0.1,0.0,0.1,0.1,0.1
Shares_Diluted,368.8793,363.4173,362.2606,301.4887,285.2245,283.188,280.0808,248.108,242.8266,49.5541,49.1212,42.4305,39.7977,37.189,36.9653
Total_Assets,402.4,408.9,482.7,508.4,414.3,434.0,454.7,460.9,56.0,32.4,36.0,34.2,34.4,40.9,43.5
Total_Liabilities,29.4,30.4,93.8,93.3,92.5,99.3,94.2,93.0,0.7,19.8,20.3,18.2,20.0,25.9,23.7
