AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,1327.3,1450.1,1462.0,1598.8,1705.8,1723.0,1810.6,284.1,,,
Current_Liabilities,191.7,173.0,124.8,135.0,159.2,134.8,90.3,81.1,,,
Diluted_EPS,-0.107,-0.095,-0.41,-0.413,-0.367,-1.044,-0.077,-0.029,-0.039,-0.025,-0.014
Goodwill_Intangibles,167.5,171.3,76.7,70.2,41.9,43.0,39.2,4.9,,,
Inventory,2.5,4.4,5.9,8.1,8.7,3.4,3.5,2.7,,,
LT_Debt,0.0,0.0,59.8,51.5,27.3,22.3,16.3,16.4,0.0,0.0,0.0
Revenue,80.7,98.3,66.4,144.6,168.4,148.5,77.6,43.6,44.1,32.1,13.3
Shares_Diluted,1914.963,1856.875,1630.911,1620.704,1607.5,1532.634,1323.574,1874.755,,,
Total_Assets,2417.2,2539.3,1870.7,1994.2,2057.7,2071.0,2150.6,587.0,,,
Total_Liabilities,809.6,803.0,436.0,458.8,476.9,565.6,599.0,238.2,,,
