AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,47.3,50.4,47.0,48.4,53.3,45.5,47.2,54.8,74.4,106.1,79.4,61.4,25.1,25.3,20.7,17.1,19.6,21.6,27.6,21.7
Current_Liabilities,10.4,13.0,9.8,9.3,13.7,5.2,5.0,11.2,31.3,67.3,47.5,43.0,12.2,13.5,9.9,5.9,7.0,8.6,13.7,8.1
Diluted_EPS,0.021,-0.032,-0.096,-0.06,-0.066,-0.102,-0.095,-0.001,0.334,0.585,0.64,0.346,0.092,0.054,0.024,-0.074,-0.015,-0.049,0.017,-0.075
Goodwill_Intangibles,2.6,2.3,1.9,1.6,1.6,1.7,1.5,1.5,1.6,1.7,1.4,1.4,1.5,1.5,1.7,1.4,1.1,1.1,1.2,
Inventory,5.9,7.4,5.1,4.2,7.7,1.9,0.7,1.0,1.4,13.2,2.8,11.8,0.8,3.0,2.2,1.1,0.8,1.9,1.9,1.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,11.9,9.0,8.1,12.1,6.7,1.8,3.3,11.0,44.3,66.2,62.6,37.4,15.5,13.3,8.9,5.0,9.0,9.2,13.3,7.5
Shares_Diluted,11.7843,11.6951,11.6843,11.6737,11.5943,11.5943,11.593,11.5903,11.7923,11.7273,10.818,10.7818,10.6998,10.708,10.7055,10.5702,10.5702,10.5702,10.6822,10.4438
Total_Assets,52.4,54.6,51.0,52.0,57.2,49.4,50.5,57.8,78.0,109.7,83.1,65.4,30.3,30.8,26.6,21.2,23.1,24.9,30.8,25.1
Total_Liabilities,12.0,14.6,11.2,11.0,15.4,7.0,6.9,13.1,33.3,69.1,49.7,45.0,13.7,15.2,11.6,6.4,7.5,9.2,14.5,9.0
