AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,1646.2,1714.9,2039.4,2146.5,2287.5,2555.8,2057.6,,,,
Current_Liabilities,244.3,230.7,328.9,184.4,160.7,303.4,209.2,,,,
Diluted_EPS,-0.493,-0.417,-0.477,-0.39,-0.414,-0.321,-0.12,-0.744,-0.415,-0.052,-0.005
Goodwill_Intangibles,146.1,140.3,145.4,,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,375.1,376.1,383.7,210.0,204.0,199.9,186.4,0.0,0.0,0.0,0.0
Revenue,17.1,12.5,4.3,9.2,24.3,14.0,7.7,15.1,5.8,1.3,1.6
Shares_Diluted,713.3194,699.8881,695.8789,692.2075,686.5895,650.2258,684.7892,,,,
Total_Assets,2203.0,2215.5,2600.4,2585.1,2799.4,3102.9,2454.7,,,,
Total_Liabilities,1247.4,1054.9,1216.3,928.2,933.7,1064.9,731.6,,,,
