AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,210.0,197.3,162.2,164.3,107.7,94.8,132.9,208.0,0.6,1.1,1.2,0.2
Current_Liabilities,80.4,77.3,33.7,27.1,28.1,22.0,23.3,62.4,4.9,3.8,0.1,0.5
Diluted_EPS,-0.737,0.103,-0.252,-0.107,-0.192,-0.04,-0.175,0.325,0.054,-1.05,-0.011,-0.002
Goodwill_Intangibles,720.8,824.2,513.2,516.7,519.9,524.6,513.5,409.2,,,,
Inventory,,0.7,0.9,0.9,0.7,0.6,0.4,0.2,,,,
LT_Debt,260.6,230.7,184.3,181.5,109.7,111.0,112.9,114.2,0.0,0.0,0.0,0.0
Revenue,173.0,164.3,157.7,172.3,136.9,118.3,104.6,44.9,27.9,,,
Shares_Diluted,111.3608,100.9498,87.4086,87.4229,87.368,87.942,82.5525,30.9069,24.0269,20.279,17.9688,16.0938
Total_Assets,1097.7,1170.7,707.4,709.0,649.1,653.1,665.7,633.1,144.5,144.9,145.0,0.5
Total_Liabilities,557.9,551.2,238.2,220.9,156.9,147.7,159.3,242.9,23.2,33.0,4.6,0.5
