AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,03/31/2019
Current_Assets,298.2,289.3,233.2,267.0,267.7,261.5,244.9,206.3,276.9,305.3,300.4,169.8,188.3,,
Current_Liabilities,163.8,158.7,127.4,178.6,162.8,156.5,122.6,117.1,182.5,209.1,222.3,250.7,238.9,,
Diluted_EPS,-0.005,0.182,-0.183,-0.18,0.049,0.05,-0.171,-0.151,-0.013,0.051,-0.093,-0.133,0.067,-0.13,0.035
Goodwill_Intangibles,1090.5,1091.8,1102.6,1107.6,1115.0,1114.0,993.5,993.5,945.8,939.5,943.5,1001.5,1004.7,,
Inventory,52.9,53.6,48.7,45.4,42.0,48.8,48.4,50.2,44.9,47.6,45.6,45.8,44.0,,
LT_Debt,173.9,174.3,174.5,137.4,138.7,137.5,136.6,92.4,85.9,85.0,86.1,254.5,274.6,0.0,0.0
Revenue,81.0,101.6,38.0,38.2,76.6,80.1,25.6,28.4,53.6,65.6,27.0,24.2,79.0,175.3,68.3
Shares_Diluted,83.651,83.789,83.605,83.479,83.394,79.812,83.068,83.068,83.012,83.0116,83.0116,83.0116,83.0116,,
Total_Assets,1517.8,1512.8,1474.2,1492.1,1489.2,1475.1,1335.8,1296.7,1310.6,1331.3,1333.9,1255.8,1273.5,,
Total_Liabilities,586.5,581.5,558.8,562.5,545.9,536.7,399.9,345.3,397.7,418.4,431.3,634.5,644.8,,
